id	gene	start	end	strand	name	cat	clr
ssr2194	gene	1654943	1655140	+	unknown protein	-	#333333
sll1236	gene	1655289	1655672	-	unknown protein	-	#333333
slr1325	gene	1656043	1658325	+	GTP pyrophosphokinase	COG0317TK	#C4ABFE
sll1234	gene	1658511	1659788	-	adenosylhomocysteinase	COG0499H	#FFA4A4
ssr2201	gene	1660069	1660287	+	unknown protein	-	#333333
slr1327	gene	1660277	1660711	+	hypothetical protein	COG1569R	#C27E3A
sll1233	gene	1660739	1661623	-	hypothetical protein	COG1305E	#FF7373
sll1232	gene	1661722	1662285	-	hypothetical protein	COG4636S	#C98767
sll1231	gene	1662306	1663505	-	mannosyltransferase	COG0438M	#A6CAA9
sll1229	gene	1663554	1664690	-	two-component hybrid sensor and regulator	COG2205T	#93BF96
sll1228	gene	1664798	1666699	-	two-component hybrid sensor and regulator	COG0642T	#93BF96
slr1329	gene	1666932	1668383	+	ATP synthase beta subunit	COG0055C	#991616
slr1330	gene	1668531	1668941	+	ATP synthase epsilon chain of CF(1)	COG0355C	#991616
slr1331	gene	1669101	1670642	+	periplasmic processing protease	COG0612R	#C27E3A
slr1332	gene	1670650	1671864	+	beta ketoacyl-acyl carrier protein synthase	COG0304IQ	#FFACEC
sll1226	gene	1672071	1673495	-	hydrogenase subunit of the bidirectional hydrogenase	COG3259C	#991616
sll1225	gene	1673585	1674034	-	unknown protein	COG4113R	#C27E3A
ssl2420	gene	1674044	1674298	-	unknown protein	-	#333333
sll1224	gene	1674350	1674898	-	hydrogenase subunit of the bidirectional hydrogenase	COG1941C	#991616
sll1223	gene	1674944	1675660	-	diaphorase subunit of the bidirectional hydrogenase	COG1034C	#991616
sll1222	gene	1675687	1676325	-	hypothetical protein	COG4636S	#C98767
sll1221	gene	1676366	1677967	-	diaphorase subunit of the bidirectional hydrogenase	COG1894C	#991616
sll1220	gene	1678044	1678565	-	putative diaphorase subunit of the bidirectional hydrogenase	COG1905C	#991616
ssr2227	gene	1679517	1679804	+	putative transposase	COG3293L	#00FFFF
slr1334	gene	1680662	1682134	+	phosphoglucomutase/phosphomannomutase	COG1109G	#FF5353
sll1219	gene	1682001	1682327	-	hypothetical protein	-	#333333
sll1218	gene	1682870	1683529	-	hypothetical protein YCF39	COG0451MG	#D568FD
sll1217	gene	1683583	1684260	-	unknown protein	COG1573L	#00FFFF
ssr1375	gene	1684497	1684691	+	hypothetical protein	-	#333333
slr0804	gene	1684928	1685872	+	probable D-alanyl-D-alanine carboxypeptidase	COG2027M	#A6CAA9
slr0806	gene	1685899	1687218	+	hypothetical protein	COG0277C	#991616
sml0008	gene	1687326	1687448	-	photosystem I subunit IX	-	#333333
sll0819	gene	1687556	1688053	-	photosystem I reaction center subunit III precursor (PSI-F), plastocyanin (cyt c553) docking protein	-	#333333
slr0807	gene	1688213	1689259	+	probable o-sialoglycoprotein endopeptidase	COG0533O	#72FE95
slr0808	gene	1689313	1689870	+	16S rRNA processing protein RimM homolog	COG0806J	#0066FF
slr0809	gene	1689948	1690934	+	dTDP-glucose 4,6-dehydratase	COG0451MG	#D568FD
slr0810	gene	1691083	1691442	+	hypothetical protein	-	#333333
sll0818	gene	1691493	1692332	-	tetrapyrrole methylase family protein	COG0313R	#C27E3A
ssl1520	gene	1692332	1692559	-	unknown protein	-	#333333
sll0817	gene	1692627	1693538	-	tRNA delta-2-isopentenylpyrophosphate (IPP) transferase	COG0324J	#0066FF
sll0816	gene	1693546	1694661	-	probable oxidoreductase	COG0673R	#C27E3A
sll0815	gene	1694717	1695511	-	unknown protein	COG0330O	#72FE95
sll0814	gene	1695886	1696797	-	hypothetical protein	COG2324S	#C98767
sll0813	gene	1697011	1697913	-	cytochrome c oxidase subunit II	COG1622C	#991616
slr0812	gene	1697993	1698766	+	hypothetical protein	COG1521K	#99CCFF
slr0813	gene	1698811	1699980	+	hypothetical protein	COG1215M	#A6CAA9
sll0812	gene	1699970	1700431	-	hypothetical protein	-	#333333
ssr1386	gene	1700893	1701135	+	NADH dehydrogenase subunit NdhL	-	#333333
slr0815	gene	1701192	1701557	+	hypothetical protein	-	#333333
slr0816	gene	1701615	1702118	+	hypothetical protein	COG1399R	#C27E3A
sll0811	gene	1702300	1702644	-	unknown protein	COG3385L	#00FFFF
sll0810	gene	1702666	1703226	-	unknown protein	-	#333333
sll0809	gene	1703426	1704097	-	hypothetical protein	COG0095H	#FFA4A4
slr0817	gene	1704375	1705799	+	salicylate biosynthesis isochorismate synthase	COG1169HQ	#E8C6FF
slr0818	gene	1705868	1707223	+	hypothetical protein	-	#333333
slr0819	gene	1707317	1708876	+	apolipoprotein N-acyltransferase	COG0815M	#A6CAA9
ssr1391	gene	1708873	1709154	+	hypothetical protein	-	#333333
slr0820	gene	1709232	1710668	+	probable glycosyltransferase	COG2148M	#A6CAA9
ssl1507	gene	1710814	1711014	-	putative transposase [ISY508a: 1710788 - 1711753]	COG3335L	#00FFFF
sll0808	gene	1711093	1711659	-	putative transposase [ISY508a: 1710788 - 1711753]	-	#333333
slr0821	gene	1712134	1712409	+	hypothetical protein	COG1977H	#FFA4A4
sll0807	gene	1712564	1713256	-	pentose-5-phosphate-3-epimerase	COG0036G	#FF5353
slr0822	gene	1713409	1716270	+	cation-transporting P-type ATPase PacL	COG0474P	#CC3333
slr0823	gene	1716379	1716900	+	photosystem I assembly related protein	COG5010U	#4BFE78
sll0804	gene	1716932	1718293	-	hypothetical protein	COG1100R	#C27E3A
sll0803	gene	1718310	1718789	-	hypothetical protein	-	#333333
sll0802	gene	1718820	1719263	-	hypothetical protein	-	#333333
ssl1498	gene	1719356	1719541	-	hypothetical protein	-	#333333
sll1263	gene	1719644	1720576	-	cation efflux system protein	COG0053P	#CC3333
sll1262	gene	1720640	1721125	-	hypothetical protein	-	#333333
sll1261	gene	1721350	1722006	-	elongation factor TS	COG0264J	#0066FF
sll1260	gene	1722160	1722969	-	30S ribosomal protein S2	COG0052J	#0066FF
slr1336	gene	1723452	1724570	+	H+/Ca2+ exchanger	COG0387P	#CC3333
sll1258	gene	1724597	1725178	-	dCTP deaminase	COG0717F	#FF8E8E
sll1257	gene	1725431	1725925	-	putative transposase [ISY100p: 1725405 - 1726350]	COG3335L	#00FFFF
sll1256	gene	1725919	1726278	-	putative transposase [ISY100p: 1725405 - 1726350]	COG3415L	#00FFFF
slr1338	gene	1726697	1727299	+	hypothetical protein	COG4867R	#C27E3A
slr1339	gene	1727283	1727741	+	hypothetical protein	-	#333333
slr1340	gene	1727770	1728306	+	unknown protein	COG0456R	#C27E3A
sll1255	gene	1729012	1730028	-	putative transposase [ISY203c: 1728942 - 1730115]	COG3385L	#00FFFF
sll1254	gene	1730166	1731206	-	hypothetical protein	COG1253R	#C27E3A
slr1342	gene	1731311	1732648	+	hypothetical protein	COG3395S	#C98767
slr1343	gene	1732809	1734323	+	hypothetical protein	COG3046R	#C27E3A
sll1253	gene	1734382	1737210	-	similar to polyA polymerase	COG0617J	#0066FF
sll1252	gene	1737338	1738117	-	hypothetical protein	COG2302S	#C98767
slr1344	gene	1738184	1739035	+	hypothetical protein	COG0767Q	#993366
sll1251	gene	1739130	1740020	-	hypothetical protein	COG4783R	#C27E3A
ssr2254	gene	1740005	1740181	+	unknown protein	NA	#333333
ssl2471	gene	1740188	1740349	-	hypothetical protein	-	#333333
sll1250	gene	1740388	1740774	-	hypothetical protein	COG4636S	#C98767
sll1249	gene	1740834	1742375	-	pantothenate synthetase/cytidylate kinase	COG0414H	#FFA4A4
slr1347	gene	1742434	1743369	+	beta-type carbonic anhydrase localized in the carboxysome	COG0288P	#CC3333
slr1348	gene	1743443	1744192	+	serine acetyltransferase	COG1045E	#FF7373
slr1349	gene	1744498	1746093	+	glucose-6-phosphate isomerase	COG0166G	#FF5353
slr1350	gene	1746308	1747363	+	acyl-lipid desaturase (delta 12)	COG3239I	#FF3333
sll1247	gene	1747520	1748893	-	hypothetical protein	-	#333333
slr1351	gene	1749146	1750510	+	UDP-N-acetylmuramoylalanyl-D-glutamyl-2 6-diaminopimelate--D-alanyl-D-alanine ligase	COG0770M	#A6CAA9
sll1245	gene	1750681	1751067	-	cytochrome cM	COG2010C	#991616
sll1244	gene	1751311	1751769	-	50S ribosomal protein L9	COG0359J	#0066FF
slr1353	gene	1751951	1752826	+	hypothetical protein	-	#333333
sll1242	gene	1752891	1754501	-	hypothetical protein	COG1032C	#991616
slr1956	gene	1754634	1755152	+	unknown protein	-	#333333
slr1957	gene	1755592	1755912	+	hypothetical protein	-	#333333
slr1958	gene	1755982	1756584	+	unknown protein	-	#333333
sll1900	gene	1756594	1757223	-	acetyltransferase	COG0110R	#C27E3A
ssl3580	gene	1757284	1757514	-	putative hydrogenase expression/formation protein HypC	COG0298O	#72FE95
sll1899	gene	1757592	1758542	-	cytochrome c oxidase folding protein	COG0109O	#72FE95
sll1898	gene	1758693	1759691	-	hypothetical protein	COG1612O	#72FE95
slr1959	gene	1759941	1762424	+	unknown protein	COG0847L	#00FFFF
sll1897	gene	1762454	1762879	-	hypothetical protein	COG2947S	#C98767
slr1960	gene	1763001	1763405	+	putative transposase [ISY391a(partial copy): 1762937 - 1763383]	NA	#333333
ssl3573	gene	1763340	1763624	-	hypothetical protein	COG4636S	#C98767
slr1962	gene	1763726	1764838	+	probable extracellular solute-binding protein	COG4663Q	#993366
sll1895	gene	1764835	1766925	-	hypothetical protein	COG5001T	#93BF96
slr1963	gene	1767270	1768223	+	water-soluble carotenoid protein	-	#333333
slr1964	gene	1768291	1768695	+	hypothetical protein	-	#333333
sll1894	gene	1768748	1770418	-	riboflavin biosynthesis protein RibA	COG0807H	#FFA4A4
slr1966	gene	1770792	1771421	+	hypothetical protein	COG4678G	#FF5353
sll1893	gene	1771458	1772243	-	cyclase	COG0107E	#FF7373
sll1892	gene	1772457	1773203	-	unknown protein	-	#333333
slr1968	gene	1773346	1776150	+	unknown protein	COG4995S	#C98767
sll1891	gene	1776081	1776839	-	unknown protein	-	#333333
sll1890	gene	1776983	1777537	-	cobalt-chelatase subunit CobN-like protein	COG1429H	#FFA4A4
slr1969	gene	1777729	1779981	+	two-component sensor histidine kinase	COG0642T	#93BF96
ssr3341	gene	1780086	1780298	+	hypothetical protein	-	#333333
slr1970	gene	1780484	1781005	+	hypothetical protein	-	#333333
slr1971	gene	1781209	1782060	+	hypothetical protein	COG4783R	#C27E3A
sll1888	gene	1782057	1783355	-	two-component sensor histidine kinase	COG0642T	#93BF96
ssl3549	gene	1783442	1783672	-	hypothetical protein	-	#333333
slr1972	gene	1783855	1784934	+	hypothetical protein YCF81	COG4956R	#C27E3A
sll1886	gene	1784994	1785560	-	hypothetical protein	-	#333333
sll1885	gene	1785835	1788372	-	unknown protein	-	#333333
slr1974	gene	1788550	1789908	+	GTP binding protein	COG1160R	#C27E3A
sll1884	gene	1790235	1791359	-	hypothetical protein	-	#333333
sll1883	gene	1791417	1792658	-	arginine biosynthesis bifunctional protein ArgJ	COG1364E	#FF7373
sll1882	gene	1792784	1793308	-	unknown protein	COG3063NU	#FF97E8
slr1975	gene	1793852	1795027	+	N-acylglucosamine 2-epimerase	COG2942G	#FF5353
sll1880	gene	1795121	1795564	-	hypothetical protein	COG0432S	#C98767
sll1879	gene	1795778	1797466	-	two-component response regulator	COG2197TK	#C4ABFE
sll1878	gene	1797552	1798658	-	iron(III)-transport ATP-binding protein	COG3842E	#FF7373
slr1977	gene	1798804	1799538	+	hypothetical protein	COG0775F	#FF8E8E
slr1978	gene	1799608	1800483	+	hypothetical protein	COG0619P	#CC3333
slr1979	gene	1800465	1801844	+	anthranilate synthase component I	COG0147EH	#F0CBFE
slr1980	gene	1801787	1802680	+	unknown protein	COG2981E	#FF7373
sll1876	gene	1802742	1804142	-	coproporphyrinogen III oxidase, anaerobic (oxygen-independent)	COG0635H	#FFA4A4
sll1875	gene	1804403	1805155	-	heme oxygenase	COG5398P	#CC3333
sll1874	gene	1805220	1806296	-	hypothetical protein	-	#333333
sll1873	gene	1806871	1807236	-	unknown protein	-	#333333
sll1872	gene	1807333	1808724	-	transcriptional regulator	COG1316K	#99CCFF
sll1871	gene	1808922	1810946	-	two-component system sensory histidine kinase	COG0642T	#93BF96
slr1982	gene	1811130	1811501	+	two-component response regulator CheY subfamily	COG0745TK	#C4ABFE
slr1983	gene	1811746	1813557	+	two-component hybrid sensor and regulator	COG2208TK	#C4ABFE
sll1870	gene	1813554	1814234	-	ATP-binding protein of ABC transporter	COG1135P	#CC3333
sll1869	gene	1814231	1815304	-	probable dioxygenase, Rieske iron-sulfur component	COG4638PR	#FF68DD
slr1984	gene	1815454	1816371	+	nucleic acid-binding protein, 30S ribosomal protein S1 homolog	COG0539J	#0066FF
sll1868	gene	1816855	1818762	-	DNA primase	COG0358L	#00FFFF
sll1867	gene	1818915	1819997	-	photosystem II D1 protein	-	#333333
sll1866	gene	1820238	1820837	-	hypothetical protein	COG0009J	#0066FF
sll1390	gene	1820889	1821638	-	hypothetical protein	COG1512R	#C27E3A
ssl2717	gene	1821824	1822036	-	hypothetical protein	-	#333333
sll1389	gene	1822054	1822620	-	hypothetical protein	-	#333333
sll1388	gene	1822666	1823130	-	hypothetical protein	COG0589T	#93BF96
smr0010	gene	1823570	1823686	+	cytochrome b6-f complex subunit 5	-	#333333
sll1387	gene	1823968	1824732	-	serine/threonine protein phosphatase PppA	-	#333333
sll1386	gene	1824953	1825468	-	hypothetical protein	COG1555L	#00FFFF
slr1467	gene	1825558	1826226	+	precorrin isomerase	COG2082H	#FFA4A4
slr1468	gene	1826259	1826708	+	hypothetical protein	COG2947S	#C98767
smr0011	gene	1826764	1826901	+	50S ribosomal protein L34	-	#333333
slr1469	gene	1826911	1827285	+	protein subunit of ribonuclease P (RNase P)	COG0594J	#0066FF
slr1470	gene	1827257	1827652	+	hypothetical protein	-	#333333
slr1471	gene	1827753	1828907	+	hypothetical protein	COG0706U	#4BFE78
slr1472	gene	1828997	1829491	+	hypothetical protein	COG1847R	#C27E3A
sll1384	gene	1829553	1830497	-	similar to DnaJ protein	COG2214O	#72FE95
sll1383	gene	1830628	1831491	-	probable myo-inositol-1(or 4)-monophosphatase	COG0483G	#FF5353
sll1382	gene	1831561	1831929	-	ferredoxin, petF-like protein	COG0633C	#991616
slr1474	gene	1832360	1833169	+	hypothetical protein	COG0791M	#A6CAA9
sll1381	gene	1833176	1833589	-	hypothetical protein	-	#333333
sll1380	gene	1833655	1834299	-	periplasmic protein, function unknown	-	#333333
slr1475	gene	1834178	1834483	+	unknown protein	NA	#333333
slr1476	gene	1834508	1835503	+	aspartate carbamoyltransferase	COG0540F	#FF8E8E
sll1378	gene	1835747	1836649	-	periplasmic protein, function unknown	-	#333333
sll1377	gene	1836691	1838130	-	probable glycosyltransferase	COG1215M	#A6CAA9
slr1478	gene	1838299	1839252	+	hypothetical protein	COG1300S	#C98767
sll1376	gene	1839259	1840491	-	hypothetical protein	COG1028IQR	#FFACEC
sll1374	gene	1841056	1842690	-	probable sugar transporter	COG2211G	#FF5353
sll1373	gene	1842983	1843534	-	unknown protein	-	#333333
sll1372	gene	1843610	1844437	-	hypothetical protein	COG4241S	#C98767
sll1371	gene	1844568	1845266	-	cAMP receptor protein, essential for motility	COG0664T	#93BF96
sll1370	gene	1845795	1846898	-	mannose-1-phosphate guanylyltransferase	COG0836M	#A6CAA9
sll1369	gene	1846949	1848241	-	putative peptidase	COG2027M	#A6CAA9
sll1182	gene	1848301	1848702	-	cytochrome b6-f complex alternative iron-sulfur subunit (Rieske iron sulfur protein)	COG0723C	#991616
sll1181	gene	1848799	1850550	-	similar to hemolysin secretion protein	COG1566V	#80B584
sll1180	gene	1850707	1853742	-	toxin secretion ABC transporter ATP-binding protein	COG2274V	#80B584
slr1265	gene	1854102	1855982	+	RNA polymerase gamma-subunit	COG0086K	#99CCFF
sll1178	gene	1856070	1857917	-	probable carbamoyl transferase	COG2192O	#72FE95
slr1266	gene	1858047	1858604	+	hypothetical protein	-	#333333
slr1267	gene	1858609	1859790	+	cell division protein FtsW	COG0772D	#59955C
slr1269	gene	1859816	1861372	+	gamma-glutamyltranspeptidase	COG0405E	#FF7373
slr1270	gene	1861469	1863049	+	periplasmic protein, function unknown	COG1538MU	#CEA8F4
slr1271	gene	1863247	1863987	+	probable UDP-N-acetyl-D-mannosaminuronic acid transferase	COG1922M	#A6CAA9
slr1272	gene	1864239	1865003	+	probable porin; major outer membrane protein	-	#333333
slr1273	gene	1865033	1865473	+	hypothetical protein	-	#333333
slr1274	gene	1865658	1866761	+	probable fimbrial assembly protein PilM, required for motility	COG4972NU	#FF97E8
slr1275	gene	1866843	1867697	+	hypothetical protein	COG3166NU	#FF97E8
slr1276	gene	1867737	1868564	+	hypothetical protein	COG3167NU	#FF97E8
slr1277	gene	1868645	1871002	+	pilus assembly protein homologous to general secretion pathway protein D	COG4796U	#4BFE78
sll1174	gene	1871011	1871835	-	unknown protein	-	#333333
sll1173	gene	1871855	1872589	-	hypothetical protein	-	#333333
slr1278	gene	1872656	1873648	+	hypothetical protein YCF62	COG0037D	#59955C
sll1172	gene	1873698	1874846	-	threonine synthase	COG0498E	#FF7373
slr1279	gene	1875129	1875491	+	NADH dehydrogenase subunit 3	COG0838C	#991616
slr1280	gene	1875563	1876309	+	NADH dehydrogenase subunit NdhK	COG0377C	#991616
slr1281	gene	1876302	1876841	+	NADH dehydrogenase subunit I	COG0852C	#991616
slr1282	gene	1877208	1877567	+	putative transposase [ISY508b: 1877114 - 1878081]	-	#333333
slr1283	gene	1877582	1878055	+	putative transposase [ISY508b: 1877114 - 1878081]	COG3335L	#00FFFF
sll1170	gene	1878099	1879682	-	unknown protein	COG2199T	#93BF96
sll1169	gene	1879983	1880699	-	hypothetical protein	COG0664T	#93BF96
slr1285	gene	1881917	1883311	+	two-component sensor histidine kinase	COG0642T	#93BF96
sll1167	gene	1883329	1884573	-	unknown protein	COG1680V	#80B584
ssr2130	gene	1884739	1884927	+	hypothetical protein	-	#333333
slr1287	gene	1885136	1886146	+	hypothetical protein	-	#333333
slr1288	gene	1886153	1886737	+	hypothetical protein	-	#333333
ssaA	gene	1886879	1887066	+	6Sa RNA	NA	#333333
sll1166	gene	1887159	1888262	-	hypothetical protein	COG0628R	#C27E3A
sll1447	gene	1888398	1888778	-	hypothetical protein	-	#333333
sll1446	gene	1888778	1889740	-	hypothetical protein	COG1357S	#C98767
sll1444	gene	1889872	1890474	-	3-isopropylmalate dehydratase small subunit	COG0066E	#FF7373
sll1443	gene	1890461	1892101	-	CTP synthetase	COG0504F	#FF8E8E
ssl2807	gene	1892213	1892500	-	hypothetical protein	NA	#333333
sll1442	gene	1892478	1892825	-	hypothetical protein	-	#333333
slr1529	gene	1892918	1895425	+	nitrogen assimilation regulatory protein	COG1221KT	#B445FE
sll1441	gene	1895520	1896599	-	acyl-lipid desaturase (omega-3)	COG3239I	#FF3333
sll1440	gene	1896869	1897561	-	pyridoxamine 5'-phosphate oxidase	COG0259H	#FFA4A4
slr1530	gene	1897570	1898412	+	hypothetical protein	COG1354S	#C98767
sll1439	gene	1898437	1899240	-	unknown protein	-	#333333
slr1531	gene	1899700	1901148	+	signal recognition particle protein	COG0541U	#4BFE78
sll1437	gene	1901385	1901879	-	putative transposase [ISY100q: 1901359 - 1902304]	COG3335L	#00FFFF
sll1436	gene	1901873	1902232	-	putative transposase [ISY100q: 1901359 - 1902304]	COG3415L	#00FFFF
sll1435	gene	1902437	1903996	-	glutamyl-tRNA(Gln) amidotransferase subunit B	COG0064J	#0066FF
sll1434	gene	1904025	1905977	-	penicillin-binding protein	COG0744M	#A6CAA9
sll1433	gene	1906170	1907744	-	hypothetical protein	COG0063G	#FF5353
sll1432	gene	1907764	1908621	-	putative hydrogenase expression/formation protein HypB	COG0378OK	#E697E6
slr1533	gene	1908804	1909151	+	hypothetical protein	-	#333333
slr1534	gene	1909190	1910095	+	hypothetical protein	COG1619V	#80B584
slr1152	gene	1910499	1911494	+	hypothetical protein	COG1357S	#C98767
ssl2162	gene	1911570	1911785	-	unknown protein	-	#333333
sll1104	gene	1911896	1912786	-	periplasmic substrate-binding protein of a TRAP-type permease that mediates sodium-dependent glutamate transport GtrC	COG0834ET	#A27AFE
sll1103	gene	1912776	1914113	-	integral membrane protein (large) of a TRAP-type permease that mediates sodium-dependent glutamate transport GtrB	COG4664Q	#993366
sll1102	gene	1914113	1914652	-	integral membrane protein (small) of a TRAP-type permease that mediates sodium-dependent glutamate transport GtrA	COG4665Q	#993366
sll1101	gene	1914818	1915135	-	30S ribosomal protein S10	COG0051J	#0066FF
sll1099	gene	1915274	1916473	-	elongation factor Tu	COG0050J	#0066FF
sll1098	gene	1916533	1918608	-	elongation factor EF-G	COG0480J	#0066FF
sll1097	gene	1918815	1919285	-	30S ribosomal protein S7	COG0049J	#0066FF
sll1096	gene	1919436	1919816	-	30S ribosomal protein S12	COG0048J	#0066FF
sll1095	gene	1919913	1920548	-	hypothetical protein	COG3222S	#C98767
slr1159	gene	1920660	1921919	+	glycinamide ribonucleotide synthetase	COG0151F	#FF8E8E
slr1160	gene	1922124	1922738	+	periplasmic protein, function unknown	-	#333333
ssl2153	gene	1922791	1923087	-	probable ribose phosphate isomerase B	COG0698G	#FF5353
sll1094	gene	1923170	1923472	-	putative transposase	COG3335L	#00FFFF
slr1161	gene	1924251	1924850	+	hypothetical protein	COG0590FJ	#A827FE
slr1162	gene	1924999	1925943	+	unknown protein	COG3224S	#C98767
slr1163	gene	1926030	1927700	+	unknown protein	COG3659M	#A6CAA9
ssl2148	gene	1927725	1928021	-	hypothetical protein	-	#333333
slr1164	gene	1928323	1930626	+	ribonucleotide reductase subunit alpha	COG0209F	#FF8E8E
slr1165	gene	1931139	1932311	+	sulfate adenylyltransferase	COG2046P	#CC3333
slr1166	gene	1932354	1933418	+	UDP-glucose:tetrahydrobiopterin glucosyltransferase	COG0438M	#A6CAA9
sll1092	gene	1933468	1933854	-	hypothetical protein	COG3744S	#C98767
ssl2138	gene	1933854	1934060	-	unknown protein	COG5559S	#C98767
sll1091	gene	1934307	1935530	-	geranylgeranyl hydrogenase	COG0644C	#991616
slr1167	gene	1935954	1937069	+	glycerol dehydrogenase	COG0371C	#991616
slr1168	gene	1937086	1937397	+	unknown protein	-	#333333
slr1169	gene	1937474	1938310	+	unknown protein	-	#333333
slr1170	gene	1938429	1938782	+	hypothetical protein	COG2119S	#C98767
slr1171	gene	1938985	1939494	+	glutathione peroxidase-like NADPH peroxidase,glutathione peroxidase	COG0386O	#72FE95
smr0014	gene	1939521	1939781	+	hypothetical protein	NA	#333333
sll1089	gene	1939865	1940506	-	periplasmic protein, function unknown	-	#333333
sll1087	gene	1940549	1942087	-	similar to sodium/glucose cotransporter	COG0591ER	#B89AFE
sll1086	gene	1942234	1942701	-	unknown protein	-	#333333
slr1173	gene	1942923	1944314	+	hypothetical protein	COG4402S	#C98767
ssr1951	gene	1944345	1944521	+	hypothetical protein	-	#333333
slr1174	gene	1944586	1945374	+	hypothetical protein	COG4587R	#C27E3A
sll1085	gene	1945518	1947179	-	glycerol-3-phosphate dehydrogenase	COG0578C	#991616
sll1566	gene	1947325	1948824	-	glucosylglycerolphosphate synthase	COG0380G	#FF5353
ssl3076	gene	1949100	1949372	-	unknown protein	NA	#333333
slr1670	gene	1949613	1952270	+	unknown protein	-	#333333
slr1672	gene	1952323	1953810	+	glycerol kinase	COG0554C	#991616
slr1673	gene	1953791	1954615	+	probable tRNA/rRNA methyltransferase	COG0566J	#0066FF
slr1674	gene	1954721	1955071	+	hypothetical protein	-	#333333
slr1675	gene	1955221	1955562	+	putative hydrogenase expression/formation protein HypA1	COG0375R	#C27E3A
slr1676	gene	1955690	1956181	+	hypothetical protein	-	#333333
slr1677	gene	1956203	1957486	+	hypothetical protein	COG0763M	#A6CAA9
slr1678	gene	1957758	1958132	+	50S ribosomal protein L21	COG0261J	#0066FF
ssr2799	gene	1958240	1958503	+	50S ribosomal protein L27	COG0211J	#0066FF
slr1679	gene	1958582	1959325	+	hypothetical protein	COG2173M	#A6CAA9
sll1564	gene	1959436	1961079	-	putative lyase	COG0119E	#FF7373
ssr2802	gene	1961439	1961600	+	hypothetical protein	COG1134GM	#D54FD5
ssr2803	gene	1961625	1961876	+	hypothetical protein	-	#333333
ssr2806	gene	1962366	1962545	+	hypothetical protein	-	#333333
sll1563	gene	1962705	1965524	-	unknown protein	-	#333333
sll1562	gene	1965485	1965949	-	unknown protein	-	#333333
sll1561	gene	1966146	1969118	-	proline oxidase	COG1012C	#991616
slr1681	gene	1969468	1970430	+	unknown protein	-	#333333
slr1682	gene	1970581	1970988	+	putative transposase [ISY391b: 1970517 - 1970880, join 1972064 - 1973077]	COG5659L	#00FFFF
sll1560	gene	1970952	1971968	-	putative transposase [ISY203d: 1970882 - 1972055]	COG3385L	#00FFFF
slr1683	gene	1972154	1972549	+	putative transposase [ISY391b: 1970517 - 1970880, join 1972064 - 1973077]	COG5659L	#00FFFF
slr1684	gene	1972609	1973061	+	putative transposase [ISY391b: 1970517 - 1970880, join 1972064 - 1973077]	COG5659L	#00FFFF
sll1559	gene	1973611	1974765	-	soluble hydrogenase 42 kD subunit	COG0075E	#FF7373
slr1686	gene	1975056	1975481	+	hypothetical protein	COG1716T	#93BF96
ssl3044	gene	1975575	1975874	-	probable ferredoxin	COG0633C	#991616
slr1687	gene	1976049	1976720	+	hypothetical protein	COG1413C	#991616
sll1558	gene	1976799	1977965	-	mannose-1-phosphate guanyltransferase	COG1208MJ	#DD75DD
sll1557	gene	1978131	1979039	-	succinyl-CoA synthetase alpha chain	COG0074C	#991616
sll1556	gene	1979144	1980193	-	isopentenyl-dephosphate delta-isomerase	COG1304C	#991616
sll1555	gene	1980365	1981471	-	two-component hybrid sensor and regulator	COG0745TK	#C4ABFE
ssr2831	gene	1982049	1982273	+	photosystem I subunit IV	-	#333333
slr1689	gene	1982308	1983171	+	formamidopyrimidine-DNA glycosylase	COG0266L	#00FFFF
slr1690	gene	1983147	1983932	+	hypothetical protein	COG1051F	#FF8E8E
slr1691	gene	1983982	1985658	+	glutamine-dependent NAD(+) synthetase	COG0171H	#FFA4A4
slr1692	gene	1985874	1986872	+	hypothetical protein	COG2200T	#93BF96
slr1693	gene	1987100	1988242	+	two-component response regulator PatA subfamily	COG3706T	#93BF96
slr1694	gene	1988385	1988837	+	expression activator appA homolog	-	#333333
sll1553	gene	1988834	1991266	-	phenylalanyl-tRNA synthetase	COG0072J	#0066FF
slr1697	gene	1991550	1993274	+	serine/threonine kinase	COG0515RTKL	#FF79E1
sll0921	gene	1993377	1994045	-	two-component response regulator NarL subfamily	COG2197TK	#C4ABFE
sll0920	gene	1994147	1997251	-	phosphoenolpyruvate carboxylase	COG2352C	#991616
ssl1762	gene	1997497	1997790	-	hypothetical protein	NA	#333333
slr0935	gene	1997993	1998451	+	hypothetical protein	COG1585OU	#E1CAF9
slr0936	gene	1998460	1999347	+	nicotinate-nucleotide pyrophosphorylase	COG0157H	#FFA4A4
slr0937	gene	1999477	2000730	+	unknown protein	-	#333333
slr0938	gene	2000815	2002194	+	probable UDP-N-acetylmuramyl tripeptide synthetase	COG0769M	#A6CAA9
sll0916	gene	2002241	2002894	-	precorrin isomerase, precorrin-8X methylmutase	COG2082H	#FFA4A4
sll0915	gene	2002891	2004465	-	periplasmic protease	COG0612R	#C27E3A
slr0940	gene	2004626	2006095	+	zeta-carotene desaturase	COG3349S	#C98767
slr0941	gene	2006120	2006563	+	hypothetical protein	COG5637S	#C98767
slr0942	gene	2006824	2007807	+	alcohol dehydrogenase [NADP+]	COG0656R	#C27E3A
slr0943	gene	2007850	2008752	+	fructose-bisphosphate aldolase, class I	COG3588G	#FF5353
sll0914	gene	2008874	2010004	-	unknown protein	-	#333333
