id	gene	start	end	strand	name	cat	clr
sll1436	gene	1901873	1902232	-	putative transposase [ISY100q	Putative	#CC99FF
sll1435	gene	1902437	1903996	-	glutamyl-tRNA(Gln) amidotransferase subunit B	Translation	#00bfff
sll1434	gene	1904025	1905977	-	penicillin-binding protein	Other categories	#000000
sll1433	gene	1906170	1907744	-	hypothetical protein	hypothetical protein	#9966CC
sll1432	gene	1907764	1908621	-	putative hydrogenase expression/formation protein HypB	Other categories	#000000
slr1533	gene	1908804	1909151	+	hypothetical protein	hypothetical protein	#9966CC
slr1534	gene	1909190	1910095	+	hypothetical protein	hypothetical protein	#9966CC
slr1152	gene	1910499	1911494	+	hypothetical protein	hypothetical protein	#9966CC
ssl2162	gene	1911570	1911785	-	unknown protein	unknown	#CC9999
sll1104	gene	1911896	1912786	-	periplasmic substrate-binding protein of a TRAP-type permease that mediates sodium-dependent glutamate transport GtrC	Transport and binding proteins	#00ff00
sll1103	gene	1912776	1914113	-	integral membrane protein (large) of a TRAP-type permease that mediates sodium-dependent glutamate transport GtrB	Transport and binding proteins	#00ff00
sll1102	gene	1914113	1914652	-	integral membrane protein (small) of a TRAP-type permease that mediates sodium-dependent glutamate transport GtrA	Transport and binding proteins	#00ff00
sll1101	gene	1914818	1915135	-	30S ribosomal protein S10	Translation	#00bfff
sll1099	gene	1915274	1916473	-	elongation factor Tu	Translation	#00bfff
sll1098	gene	1916533	1918608	-	elongation factor EF-G	Translation	#00bfff
sll1097	gene	1918815	1919285	-	30S ribosomal protein S7	Translation	#00bfff
sll1096	gene	1919436	1919816	-	30S ribosomal protein S12	Translation	#00bfff
sll1095	gene	1919913	1920548	-	hypothetical protein	hypothetical protein	#9966CC
slr1159	gene	1920660	1921919	+	glycinamide ribonucleotide synthetase	Purines, pyrimidines, nucleosides, and nucleotides	#9932cc
slr1160	gene	1922124	1922738	+	periplasmic protein, function unknown	function unknown	#999999
ssl2153	gene	1922791	1923087	-	probable ribose phosphate isomerase B	Energy metabolism	#ff0000
sll1094	gene	1923170	1923472	-	putative transposase	Other categories	#000000
slr1161	gene	1924251	1924850	+	hypothetical protein	hypothetical protein	#9966CC
slr1162	gene	1924999	1925943	+	unknown protein	unknown	#CC9999
slr1163	gene	1926030	1927700	+	unknown protein	unknown	#CC9999
ssl2148	gene	1927725	1928021	-	hypothetical protein	hypothetical protein	#9966CC
slr1164	gene	1928323	1930626	+	ribonucleotide reductase subunit alpha	Purines, pyrimidines, nucleosides, and nucleotides	#9932cc
slr1165	gene	1931139	1932311	+	sulfate adenylyltransferase	Amino acid biosynthesis	#a52a2a
slr1166	gene	1932354	1933418	+	UDP-glucose	Not curated completely	#9900CC
sll1092	gene	1933468	1933854	-	hypothetical protein	hypothetical protein	#9966CC
ssl2138	gene	1933854	1934060	-	unknown protein	unknown	#CC9999
sll1091	gene	1934307	1935530	-	geranylgeranyl hydrogenase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr1167	gene	1935954	1937069	+	glycerol dehydrogenase	Fatty acid, phospholipid and sterol metabolism	#008b8b
slr1168	gene	1937086	1937397	+	unknown protein	unknown	#CC9999
slr1169	gene	1937474	1938310	+	unknown protein	unknown	#CC9999
slr1170	gene	1938429	1938782	+	hypothetical protein	hypothetical protein	#9966CC
slr1171	gene	1938985	1939494	+	glutathione peroxidase-like NADPH peroxidase,glutathione peroxidase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
smr0014	gene	1939521	1939781	+	hypothetical protein	hypothetical protein	#9966CC
sll1089	gene	1939865	1940506	-	periplasmic protein, function unknown	function unknown	#999999
sll1087	gene	1940549	1942087	-	similar to sodium/glucose cotransporter	Transport and binding proteins	#00ff00
sll1086	gene	1942234	1942701	-	unknown protein	unknown	#CC9999
slr1173	gene	1942923	1944314	+	hypothetical protein	hypothetical protein	#9966CC
ssr1951	gene	1944345	1944521	+	hypothetical protein	hypothetical protein	#9966CC
slr1174	gene	1944586	1945374	+	hypothetical protein	hypothetical protein	#9966CC
sll1085	gene	1945518	1947179	-	glycerol-3-phosphate dehydrogenase	Fatty acid, phospholipid and sterol metabolism	#008b8b
sll1566	gene	1947325	1948824	-	glucosylglycerolphosphate synthase	Central intermediary metabolism	#006400
ssl3076	gene	1949100	1949372	-	unknown protein	unknown	#CC9999
slr1670	gene	1949613	1952270	+	unknown protein	unknown	#CC9999
slr1672	gene	1952323	1953810	+	glycerol kinase	Fatty acid, phospholipid and sterol metabolism	#008b8b
slr1673	gene	1953791	1954615	+	probable tRNA/rRNA methyltransferase	Translation	#00bfff
slr1674	gene	1954721	1955071	+	hypothetical protein	hypothetical protein	#9966CC
slr1675	gene	1955221	1955562	+	putative hydrogenase expression/formation protein HypA1	Other categories	#000000
slr1676	gene	1955690	1956181	+	hypothetical protein	hypothetical protein	#9966CC
slr1677	gene	1956203	1957486	+	hypothetical protein	hypothetical protein	#9966CC
slr1678	gene	1957758	1958132	+	50S ribosomal protein L21	Translation	#00bfff
ssr2799	gene	1958240	1958503	+	50S ribosomal protein L27	Translation	#00bfff
slr1679	gene	1958582	1959325	+	hypothetical protein	hypothetical protein	#9966CC
sll1564	gene	1959436	1961079	-	putative lyase	Amino acid biosynthesis	#a52a2a
ssr2802	gene	1961439	1961600	+	hypothetical protein	hypothetical protein	#9966CC
ssr2803	gene	1961625	1961876	+	hypothetical protein	hypothetical protein	#9966CC
ssr2806	gene	1962366	1962545	+	hypothetical protein	hypothetical protein	#9966CC
sll1563	gene	1962705	1965524	-	unknown protein	unknown	#CC9999
sll1562	gene	1965485	1965949	-	unknown protein	unknown	#CC9999
sll1561	gene	1966146	1969118	-	proline oxidase	Energy metabolism	#ff0000
slr1681	gene	1969468	1970430	+	unknown protein	unknown	#CC9999
slr1682	gene	1970581	1970988	+	putative transposase [ISY391b	Putative	#CC99FF
sll1560	gene	1970952	1971968	-	putative transposase [ISY203d	Putative	#CC99FF
slr1683	gene	1972154	1972549	+	putative transposase [ISY391b	Putative	#CC99FF
slr1684	gene	1972609	1973061	+	putative transposase [ISY391b	Putative	#CC99FF
sll1559	gene	1973611	1974765	-	soluble hydrogenase 42 kD subunit	Other categories	#000000
slr1686	gene	1975056	1975481	+	hypothetical protein	hypothetical protein	#9966CC
ssl3044	gene	1975575	1975874	-	probable ferredoxin	Photosynthesis and respiration	#6b8e23
slr1687	gene	1976049	1976720	+	hypothetical protein	hypothetical protein	#9966CC
sll1558	gene	1976799	1977965	-	mannose-1-phosphate guanyltransferase	Energy metabolism	#ff0000
sll1557	gene	1978131	1979039	-	succinyl-CoA synthetase alpha chain	Energy metabolism	#ff0000
sll1556	gene	1979144	1980193	-	isopentenyl-dephosphate delta-isomerase	Other categories	#000000
sll1555	gene	1980365	1981471	-	two-component hybrid sensor and regulator	Regulatory functions	#ffd700
ssr2831	gene	1982049	1982273	+	photosystem I subunit IV	Photosynthesis and respiration	#6b8e23
slr1689	gene	1982308	1983171	+	formamidopyrimidine-DNA glycosylase	Not curated completely	#9900CC
slr1690	gene	1983147	1983932	+	hypothetical protein	hypothetical protein	#9966CC
slr1691	gene	1983982	1985658	+	glutamine-dependent NAD(+) synthetase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr1692	gene	1985874	1986872	+	hypothetical protein	hypothetical protein	#9966CC
slr1693	gene	1987100	1988242	+	two-component response regulator PatA subfamily	Regulatory functions	#ffd700
slr1694	gene	1988385	1988837	+	expression activator appA homolog	Regulatory functions	#ffd700
sll1553	gene	1988834	1991266	-	phenylalanyl-tRNA synthetase	Translation	#00bfff
slr1697	gene	1991550	1993274	+	serine/threonine kinase	Regulatory functions	#ffd700
sll0921	gene	1993377	1994045	-	two-component response regulator NarL subfamily	Regulatory functions	#ffd700
sll0920	gene	1994147	1997251	-	phosphoenolpyruvate carboxylase	Energy metabolism	#ff0000
ssl1762	gene	1997497	1997790	-	hypothetical protein	hypothetical protein	#9966CC
slr0935	gene	1997993	1998451	+	hypothetical protein	hypothetical protein	#9966CC
slr0936	gene	1998460	1999347	+	nicotinate-nucleotide pyrophosphorylase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr0937	gene	1999477	2000730	+	unknown protein	unknown	#CC9999
slr0938	gene	2000815	2002194	+	probable UDP-N-acetylmuramyl tripeptide synthetase	Cell envelope	#fa8072
sll0916	gene	2002241	2002894	-	precorrin isomerase, precorrin-8X methylmutase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
sll0915	gene	2002891	2004465	-	periplasmic protease	Other categories	#000000
slr0940	gene	2004626	2006095	+	zeta-carotene desaturase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr0941	gene	2006120	2006563	+	hypothetical protein	hypothetical protein	#9966CC
slr0942	gene	2006824	2007807	+	alcohol dehydrogenase [NADP+]	Energy metabolism	#ff0000
slr0943	gene	2007850	2008752	+	fructose-bisphosphate aldolase, class I	Energy metabolism	#ff0000
sll0914	gene	2008874	2010004	-	unknown protein	unknown	#CC9999
slr0944	gene	2010218	2011369	+	multidrug-efflux transporter	Transport and binding proteins	#00ff00
slr0945	gene	2011521	2012141	+	arsenical resistance protein ArsH homolog	Other categories	#000000
slr0946	gene	2012231	2012626	+	arsenate reductase	Other categories	#000000
slr0947	gene	2012781	2013485	+	response regulator for energy transfer from phycobilisomes to photosystems	Regulatory functions	#ffd700
slr0948	gene	2013538	2014185	+	hypothetical protein	hypothetical protein	#9966CC
sll0913	gene	2014182	2014787	-	hypothetical protein	hypothetical protein	#9966CC
sll0912	gene	2014908	2016818	-	ABC transporter ATP binding protein	Transport and binding proteins	#00ff00
slr0949	gene	2017104	2017964	+	Integral membrane protein of the ABC-type Nat permease for neutral amino acids NatD	Transport and binding proteins	#00ff00
slr0950	gene	2017964	2018788	+	hemolysin-like protein	Cellular processes	#ffff00
sll0911	gene	2018851	2019237	-	unknown protein	unknown	#CC9999
sll0910	gene	2019253	2020344	-	unknown protein	unknown	#CC9999
sll0909	gene	2020349	2021035	-	unknown protein	unknown	#CC9999
slr0951	gene	2021252	2021944	+	4-diphosphocytidyl-2C-methyl-D-erythritol synthase	Other categories	#000000
slr0952	gene	2022028	2023071	+	fructose-1,6-bisphosphatase	Energy metabolism	#ff0000
slr0953	gene	2023278	2024012	+	sucrose-phosphate phosphatase	Energy metabolism	#ff0000
ssr1600	gene	2024126	2024476	+	similar to anti-sigma f factor antagonist	Transcription	#8470ff
slr0954	gene	2024549	2024980	+	hypothetical protein	hypothetical protein	#9966CC
slr0955	gene	2024993	2026147	+	probable tRNA/rRNA methyltransferase	Translation	#00bfff
slr0957	gene	2026227	2026538	+	hypothetical protein	hypothetical protein	#9966CC
slr0958	gene	2026675	2028126	+	cysteinyl-tRNA synthetase	Translation	#00bfff
sll0905	gene	2028157	2028744	-	hypothetical protein	hypothetical protein	#9966CC
slr0959	gene	2028832	2030421	+	hypothetical protein	hypothetical protein	#9966CC
slr0960	gene	2030534	2030974	+	unknown protein	unknown	#CC9999
sll1541	gene	2031001	2032473	-	hypothetical protein	hypothetical protein	#9966CC
ssr2723	gene	2032601	2032891	+	hypothetical protein	hypothetical protein	#9966CC
sll1540	gene	2032951	2034123	-	dolichyl-phosphate-mannose synthase	Central intermediary metabolism	#006400
slr1622	gene	2034294	2034803	+	soluble inorganic pyrophosphatase	Central intermediary metabolism	#006400
slr1623	gene	2035067	2035432	+	hypothetical protein	hypothetical protein	#9966CC
slr1624	gene	2035474	2036850	+	hypothetical protein	hypothetical protein	#9966CC
sll1538	gene	2036911	2038527	-	similar to beta-hexosaminidase a precursor	Energy metabolism	#ff0000
sll1537	gene	2038644	2039063	-	similar to mutator MutT protein	Not curated completely	#9900CC
slr1626	gene	2039174	2039530	+	dihydroneopterin aldolase	Other categories	#000000
slr1627	gene	2039541	2040161	+	unknown protein	unknown	#CC9999
sll1536	gene	2040280	2041458	-	molybdopterin biosynthesis MoeB protein	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr1628	gene	2041594	2041998	+	hypothetical protein	hypothetical protein	#9966CC
slr1629	gene	2041999	2042982	+	ribosomal large subunit pseudouridine synthase D	Translation	#00bfff
sll1535	gene	2043107	2043838	-	putative sugar transferase	Cell envelope	#fa8072
sll1534	gene	2043938	2045074	-	probable glycosyltransferase	Other categories	#000000
sll1533	gene	2045078	2046364	-	twitching mobility protein	Cellular processes	#ffff00
slr1634	gene	2046961	2047335	+	hypothetical protein	hypothetical protein	#9966CC
sll1532	gene	2047495	2048130	-	hypothetical protein	hypothetical protein	#9966CC
ssl2982	gene	2048144	2048374	-	probable DNA-directed RNA polymerase omega subunit	Probable	#9900CC
slr1635	gene	2048497	2049513	+	putative transposase [ISY203e	Putative	#CC99FF
slr1636	gene	2049510	2050130	+	unknown protein	unknown	#CC9999
slr1638	gene	2050496	2050819	+	hypothetical protein	hypothetical protein	#9966CC
slr1639	gene	2050948	2051412	+	SsrA-binding protein	Other categories	#000000
sll1531	gene	2051479	2053305	-	unknown protein	unknown	#CC9999
sll1530	gene	2053319	2054479	-	unknown protein	unknown	#CC9999
sll1528	gene	2054482	2057472	-	unknown protein	unknown	#CC9999
sll1527	gene	2057469	2060975	-	unknown protein	unknown	#CC9999
sll1526	gene	2061101	2062621	-	hypothetical protein	hypothetical protein	#9966CC
slr1641	gene	2062905	2065523	+	ClpB protein	Translation	#00bfff
ssl2971	gene	2065509	2065808	-	hypothetical protein	hypothetical protein	#9966CC
sll1525	gene	2066001	2066999	-	phosphoribulokinase	Photosynthesis and respiration	#6b8e23
slr1643	gene	2067522	2068763	+	ferredoxin-NADP oxidoreductase	Photosynthesis and respiration	#6b8e23
sll1524	gene	2068855	2069694	-	hypothetical protein	hypothetical protein	#9966CC
slr1644	gene	2070019	2070891	+	hypothetical protein	hypothetical protein	#9966CC
slr1645	gene	2070975	2071382	+	photosystem II 11 kD protein	Photosynthesis and respiration	#6b8e23
slr1646	gene	2071379	2072074	+	ribonuclease III	Transcription	#8470ff
slr1647	gene	2072108	2072887	+	hypothetical protein	hypothetical protein	#9966CC
slr1648	gene	2073161	2074603	+	hypothetical protein	hypothetical protein	#9966CC
ssr2754	gene	2074694	2074957	+	hypothetical protein	hypothetical protein	#9966CC
ssr2755	gene	2074954	2075214	+	hypothetical protein	hypothetical protein	#9966CC
slr1649	gene	2075381	2075971	+	hypothetical protein	hypothetical protein	#9966CC
sll1522	gene	2075968	2076507	-	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	Fatty acid, phospholipid and sterol metabolism	#008b8b
sll1521	gene	2076547	2078340	-	flavoprotein	Other categories	#000000
sll1520	gene	2078366	2080120	-	DNA repair protein RecN	Not curated completely	#9900CC
slr0442	gene	2080885	2082720	+	unknown protein	unknown	#CC9999
sll0428	gene	2082864	2083916	-	unknown protein	unknown	#CC9999
ssr0755	gene	2084143	2084370	+	hypothetical protein	hypothetical protein	#9966CC
ssr0756	gene	2084575	2084760	+	hypothetical protein	hypothetical protein	#9966CC
ssr0757	gene	2084922	2085206	+	hypothetical protein	hypothetical protein	#9966CC
ssr0759	gene	2085445	2085684	+	unknown protein	unknown	#CC9999
ssr0761	gene	2085826	2086110	+	hypothetical protein	hypothetical protein	#9966CC
sll0427	gene	2086305	2087129	-	photosystem II manganese-stabilizing polypeptide	Photosynthesis and respiration	#6b8e23
slr0443	gene	2087356	2087733	+	hypothetical protein	hypothetical protein	#9966CC
sll0426	gene	2088130	2088492	-	unknown protein	unknown	#CC9999
slr0444	gene	2088773	2090023	+	3-phosphoshikimate 1-carboxyvinyltransferase	Amino acid biosynthesis	#a52a2a
sll0424	gene	2090026	2091630	-	hypothetical protein	hypothetical protein	#9966CC
sll0423	gene	2091711	2092178	-	hypothetical protein	hypothetical protein	#9966CC
sll0422	gene	2092519	2093508	-	asparaginase	Energy metabolism	#ff0000
sll0421	gene	2093629	2094924	-	adenylosuccinate lyase	Purines, pyrimidines, nucleosides, and nucleotides	#9932cc
slr0445	gene	2095034	2095666	+	hypothetical protein	hypothetical protein	#9966CC
sll0420	gene	2095723	2096040	-	urease beta subunit	Central intermediary metabolism	#006400
sll0419	gene	2096076	2096540	-	unknown protein	unknown	#CC9999
sll0418	gene	2096618	2097574	-	2-methyl-6-phytylbenzoquinone methyltransferase	Fatty acid, phospholipid and sterol metabolism	#008b8b
slr0446	gene	2097643	2098602	+	DNA polymerase III delta' subunit	Not curated completely	#9900CC
slr0447	gene	2098921	2100261	+	periplasmic protein, ABC-type urea transport system substrate-binding protein	Transport and binding proteins	#00ff00
slr0448	gene	2100463	2101980	+	DNA repair protein RadA	Not curated completely	#9900CC
sll0274	gene	2101977	2102567	-	hypothetical protein	hypothetical protein	#9966CC
sll0273	gene	2102769	2104391	-	Na+/H+ antiporter	Transport and binding proteins	#00ff00
sll0272	gene	2104439	2104864	-	hypothetical protein	hypothetical protein	#9966CC
sll0271	gene	2104943	2105770	-	N utilization substance protein B homolog	Transcription	#8470ff
slr0280	gene	2105813	2107645	+	hypothetical protein	hypothetical protein	#9966CC
sll0270	gene	2107664	2110159	-	primosomal protein N'	Not curated completely	#9900CC
sll0269	gene	2110166	2110579	-	hypothetical protein	hypothetical protein	#9966CC
sll0268	gene	2110697	2111104	-	hypothetical protein	hypothetical protein	#9966CC
sll0267	gene	2111141	2115742	-	unknown protein	unknown	#CC9999
sll0266	gene	2116083	2117321	-	unknown protein	unknown	#CC9999
sll0265	gene	2117309	2118214	-	unknown protein	unknown	#CC9999
sll0264	gene	2118198	2119286	-	probable dioxygenase Rieske iron-sulfur component	Other categories	#000000
sll0263	gene	2119301	2120020	-	unknown protein	unknown	#CC9999
sll0262	gene	2120067	2121146	-	acyl-lipid desaturase (delta 6)	Fatty acid, phospholipid and sterol metabolism	#008b8b
sll0261	gene	2121641	2123347	-	hypothetical protein	hypothetical protein	#9966CC
slr0284	gene	2123646	2123996	+	hypothetical protein	hypothetical protein	#9966CC
slr0285	gene	2124296	2124973	+	hypothetical protein	hypothetical protein	#9966CC
slr0286	gene	2124966	2126246	+	protein involved in functional assembly of photosystem II	Not curated completely	#9900CC
sll0260	gene	2126243	2127589	-	hypothetical protein	hypothetical protein	#9966CC
ssr0482	gene	2127879	2128127	+	30S ribosomal protein S16	Translation	#00bfff
slr0287	gene	2128168	2128524	+	hypothetical protein	hypothetical protein	#9966CC
slr0288	gene	2128767	2130941	+	glutamate--ammonia ligase	Amino acid biosynthesis	#a52a2a
slr0291	gene	2131105	2131539	+	hypothetical protein	hypothetical protein	#9966CC
sll0258	gene	2131616	2132098	-	cytochrome c550	Photosynthesis and respiration	#6b8e23
ssl0483	gene	2132257	2132457	-	hypothetical protein	hypothetical protein	#9966CC
slr0292	gene	2132715	2133545	+	hypothetical protein	hypothetical protein	#9966CC
sll0257	gene	2133549	2134022	-	hypothetical protein	hypothetical protein	#9966CC
slr0293	gene	2134202	2137153	+	glycine dehydrogenase	Energy metabolism	#ff0000
slr0294	gene	2137259	2137738	+	unknown protein	unknown	#CC9999
slr0392	gene	2137686	2138081	+	unknown protein	unknown	#CC9999
slr0393	gene	2138074	2138439	+	unknown protein	unknown	#CC9999
sll0364	gene	2138723	2139142	-	hypothetical protein	hypothetical protein	#9966CC
slr0394	gene	2139193	2140395	+	phosphoglycerate kinase	Energy metabolism	#ff0000
slr0395	gene	2140664	2141593	+	nitrate assimilation transcriptional activator, LysR family protein	Amino acid biosynthesis	#a52a2a
sll0362	gene	2141613	2144246	-	alanyl-tRNA synthetase	Translation	#00bfff
sll0361	gene	2144427	2144897	-	hypothetical protein	hypothetical protein	#9966CC
sll0360	gene	2144979	2145812	-	hypothetical protein	hypothetical protein	#9966CC
sll0359	gene	2146000	2146386	-	hypothetical protein	hypothetical protein	#9966CC
slr0397	gene	2146801	2147376	+	hypothetical protein	hypothetical protein	#9966CC
slr0398	gene	2147560	2148033	+	unknown protein	unknown	#CC9999
slr0399	gene	2148253	2149233	+	chaperon-like protein for quinone binding in photosystem II	Not curated completely	#9900CC
slr0400	gene	2149333	2150250	+	hypothetical protein	hypothetical protein	#9966CC
slr0401	gene	2150247	2151401	+	periplasmic polyamine-binding protein of ABC transporter	Transport and binding proteins	#00ff00
slr0402	gene	2151606	2152190	+	hypothetical protein	hypothetical protein	#9966CC
ssl0707	gene	2152291	2152629	-	nitrogen regulatory protein P-II	Amino acid biosynthesis	#a52a2a
slr0404	gene	2152932	2153933	+	hypothetical protein	hypothetical protein	#9966CC
ssr0657	gene	2154205	2154498	+	hypothetical protein	hypothetical protein	#9966CC
sll0356	gene	2154516	2155172	-	N-(5'-phosphoribosyl)anthranilate isomerase	Amino acid biosynthesis	#a52a2a
sll0355	gene	2155273	2156265	-	hypothetical protein	hypothetical protein	#9966CC
sll0354	gene	2156497	2156961	-	hypothetical protein	hypothetical protein	#9966CC
ssr0663	gene	2157115	2157303	+	hypothetical protein	hypothetical protein	#9966CC
slr0406	gene	2157442	2158470	+	dihydroorotase	Purines, pyrimidines, nucleosides, and nucleotides	#9932cc
slr0407	gene	2158543	2159355	+	hypothetical protein	hypothetical protein	#9966CC
slr0408	gene	2159620	2172219	+	unknown protein	unknown	#CC9999
slr0142	gene	2172365	2173099	+	hypothetical protein	hypothetical protein	#9966CC
slr0143	gene	2173197	2176772	+	WD-repeat protein, Hat protein, involved in the control of a high-affinity transport system for inorganic carbon	Other categories	#000000
slr0144	gene	2177115	2177903	+	hypothetical protein	hypothetical protein	#9966CC
slr0145	gene	2177900	2178310	+	unknown protein	unknown	#CC9999
slr0146	gene	2178325	2178837	+	hypothetical protein	hypothetical protein	#9966CC
slr0147	gene	2178840	2179505	+	hypothetical protein	hypothetical protein	#9966CC
slr0148	gene	2179537	2180019	+	hypothetical protein	hypothetical protein	#9966CC
slr0149	gene	2180073	2180543	+	hypothetical protein	hypothetical protein	#9966CC
slr0150	gene	2180577	2180888	+	ferredoxin, petF-like protein	Photosynthesis and respiration	#6b8e23
slr0151	gene	2181013	2181975	+	unknown protein	unknown	#CC9999
slr0152	gene	2182063	2183958	+	serine/threonine protein kinase	Regulatory functions	#ffd700
sll0149	gene	2184030	2185784	-	hypothetical protein	hypothetical protein	#9966CC
sll0148	gene	2185870	2188077	-	hypothetical protein	hypothetical protein	#9966CC
sll0147	gene	2188230	2190236	-	hypothetical protein	hypothetical protein	#9966CC
sll0146	gene	2190933	2192051	-	Integral membrane protein of the ABC-type, Nat permease for neutral amino acids	Transport and binding proteins	#00ff00
sll0145	gene	2192133	2192681	-	ribosome releasing factor	Translation	#00bfff
sll0144	gene	2192668	2193450	-	uridine monophosphate kinase	Purines, pyrimidines, nucleosides, and nucleotides	#9932cc
ssl0259	gene	2193591	2193812	-	hypothetical protein	hypothetical protein	#9966CC
ssl0258	gene	2193813	2194040	-	hypothetical protein	hypothetical protein	#9966CC
slr0156	gene	2194405	2197101	+	ClpB protein	Translation	#00bfff
slr0157	gene	2197132	2197620	+	unknown protein	unknown	#CC9999
sll0142	gene	2197732	2200959	-	probable cation efflux system protein	Transport and binding proteins	#00ff00
sll0141	gene	2201147	2202550	-	hypothetical protein	hypothetical protein	#9966CC
sll0140	gene	2202701	2202877	-	unknown protein	unknown	#CC9999
slr0161	gene	2202944	2204053	+	twitching motility protein PilT	Cellular processes	#ffff00
slr0162	gene	2204157	2204654	+	a part of pilC, pilin biogenesis protein, required for twitching motility	Cellular processes	#ffff00
slr0163	gene	2204629	2205372	+	a part of pilC, pilin biogenesis protein, required for twitching motility	Cellular processes	#ffff00
slr0164	gene	2205774	2206451	+	ATP-dependent Clp protease proteolytic subunit	Translation	#00bfff
slr0165	gene	2206551	2207159	+	ATP-dependent Clp protease proteolytic subunit	Translation	#00bfff
sll0136	gene	2207370	2208695	-	aminopeptidase P	Translation	#00bfff
sll0135	gene	2208778	2209734	-	putative 5'-methylthioadenosine phosphorylase	Other categories	#000000
ssl0242	gene	2209703	2209939	-	hypothetical protein	hypothetical protein	#9966CC
ssl0241	gene	2210006	2210194	-	hypothetical protein	hypothetical protein	#9966CC
ssr0256	gene	2210451	2210705	+	putative transposase [ISY523n	Putative	#CC99FF
slr0166	gene	2210626	2210928	+	putative transposase [ISY523n	Putative	#CC99FF
slr1923	gene	2211283	2212479	+	hypothetical protein	hypothetical protein	#9966CC
slr1924	gene	2212505	2213707	+	D-alanyl-D-alanine carboxypeptidase, periplasmic protein	Cell envelope	#fa8072
slr1925	gene	2213707	2214735	+	cobalamin biosynthesis protein CobD	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
sll1865	gene	2214685	2215692	-	peptide chain release factor 2	Translation	#00bfff
sll1864	gene	2216476	2219175	-	probable chloride channel protein	Transport and binding proteins	#00ff00
slr1926	gene	2219122	2219793	+	hypothetical protein	hypothetical protein	#9966CC
slr1927	gene	2219741	2220961	+	hypothetical protein	hypothetical protein	#9966CC
slr1928	gene	2221173	2221631	+	type 4 pilin-like protein	Not curated completely	#9900CC
slr1929	gene	2221648	2222199	+	type 4 pilin-like protein	Cellular processes	#ffff00
slr1930	gene	2222316	2222876	+	type 4 pilin-like protein	Not curated completely	#9900CC
slr1931	gene	2222898	2223815	+	type 4 pilin-like protein	Not curated completely	#9900CC
slr1932	gene	2223873	2224568	+	unknown protein	unknown	#CC9999
sll1863	gene	2224789	2225112	-	unknown protein	unknown	#CC9999
sll1862	gene	2225278	2225709	-	unknown protein	unknown	#CC9999
sll1861	gene	2225766	2226530	-	putative transposase [ISY523o(partial copy)	Putative	#CC99FF
sll1860	gene	2226619	2227404	-	putative transposase [ISY523d	Putative	#CC99FF
slr1933	gene	2227829	2228377	+	dTDP-4-dehydrorhamnose 3,5-epimerase	Cell envelope	#fa8072
sll1858	gene	2228445	2230328	-	unknown protein	unknown	#CC9999
slr1934	gene	2230487	2231515	+	pyruvate dehydrogenase E1 component, alpha subunit	Energy metabolism	#ff0000
slr1935	gene	2231639	2233036	+	hypothetical protein	hypothetical protein	#9966CC
sll1854	gene	2233037	2233834	-	exodeoxyribonuclease III	Not curated completely	#9900CC
sll1853	gene	2233809	2234273	-	unknown protein	unknown	#CC9999
sll1852	gene	2234304	2234753	-	nucleoside diphosphate kinase	Purines, pyrimidines, nucleosides, and nucleotides	#9932cc
sll1851	gene	2235072	2235458	-	unknown protein	unknown	#CC9999
slr1936	gene	2235561	2235920	+	putative transposase [ISY100r	Putative	#CC99FF
slr1937	gene	2235914	2236408	+	putative transposase [ISY100r	Putative	#CC99FF
sll1849	gene	2236419	2237054	-	probable dioxygenase Rieske iron-sulfur component	Other categories	#000000
slr1938	gene	2237134	2238189	+	putative translation initiation factor EIF-2b subunit 1	Translation	#00bfff
sll1848	gene	2238277	2238954	-	putative acyltransferas	Other categories	#000000
slr1939	gene	2239239	2241248	+	unknown protein	unknown	#CC9999
slr1940	gene	2241340	2242788	+	periplasmic protein, function unknown	function unknown	#999999
ssr3300	gene	2242886	2243137	+	unknown protein	unknown	#CC9999
sll1845	gene	2243250	2243729	-	hypothetical protein	hypothetical protein	#9966CC
slr1942	gene	2243851	2245368	+	circadian clock protein KaiC homolog	Other categories	#000000
ssr3304	gene	2245407	2245583	+	hypothetical protein	hypothetical protein	#9966CC
slr1943	gene	2245636	2246631	+	probable glycosyltransferase	Central intermediary metabolism	#006400
slr1944	gene	2246867	2248483	+	periplasmic protein, function unknown	function unknown	#999999
slr1945	gene	2248578	2250176	+	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	Energy metabolism	#ff0000
ssr3307	gene	2250241	2250474	+	preprotein translocase SecG subunit	Cellular processes	#ffff00
slr1946	gene	2250711	2251496	+	hypothetical protein	hypothetical protein	#9966CC
sll1841	gene	2251657	2252958	-	pyruvate dehydrogenase dihydrolipoamide acetyltransferase component (E2)	Energy metabolism	#ff0000
