id	count	start	end	strand	genes	condition	uef	name
TU1538	1	1506820	1504794	-	sll0254	N	2.13	probable phytoene dehydrogenase Rieske iron-sul fur component
NA	0	1507373	1506821	-	NA	P	1.73	hypothetical protein 
TU1540	0	1507373	1506821	-	sll0253	P	1.73	hypothetical protein 
TU1541	1	1507461	1508424	+	slr0260	exp. P.	1.59	cob(I)yrinic acid a,c-diamide adenosyltransferase
TU1542	1	1507461	1508424	+	ssl0467	exp. P.	1.59	cob(I)yrinic acid a,c-diamide adenosyltransferase
TU1541	1	1508435	1507861	-	slr0260	Fe	1.02	unknown protein
TU1542	1	1508435	1507861	-	ssl0467	Fe	1.02	unknown protein
TU1544	0	1508893	1509526	+	NA	exp. P.	1.28	NA
TU1543	0	1508893	1509526	+	sll0252	exp. P.	1.28	NA
TU1544	1	1509832	1508436	-	NA	15C	1.51	unknown protein
TU1543	1	1509832	1508436	-	sll0252	15C	1.51	unknown protein
TU1545, TU1547, TU1548	4	1509933	1512181	+	ncl0700	HL	1.38	NADH dehydrogenase subunit 7 , unknown protein , hypothetical protein , hypothetical protein
TU1546	4	1509933	1512181	+	slr0261, slr0262, slr0263, slr0264	HL	1.38	NADH dehydrogenase subunit 7 , unknown protein , hypothetical protein , hypothetical protein
TU1545	0	1510163	1509833	-	ncl0700	N	1.28	NA
TU1546	0	1510163	1509833	-	slr0261, slr0262, slr0263, slr0264	N	1.28	NA
TU1547	0	1510914	1510654	-	NA	HL	1.3	NA
TU1546	0	1510914	1510654	-	slr0261, slr0262, slr0263, slr0264	HL	1.3	NA
TU1548	0	1511138	1510915	-	NA	exp. P.	1.43	NA
TU1546	0	1511138	1510915	-	slr0261, slr0262, slr0263, slr0264	exp. P.	1.43	NA
TU1550, TU1551	1	1512320	1513636	+	NA	0	1.39	transposase
TU1549	1	1512320	1513636	+	slr0265	#REF!	1.39	transposase
TU1550	0	1513233	1512714	-	NA	15C	1.65	NA
TU1549	0	1513233	1512714	-	slr0265	15C	1.65	NA
TU1551	0	1513462	1513267	-	NA	N	2.67	NA
TU1549	0	1513462	1513267	-	slr0265	N	2.67	NA
TU1552	0	1513650	1514117	+	NA	15C	1.99	NA
TU1553, TU1554	0	1513650	1514117	+	ssl0461, sll0250	15C	1.99	NA
TU1552	0	1513964	1513831	-	NA	15C	1.44	NA
TU1553	0	1513964	1513831	-	NA	15C	1.44	NA
TU1552	2	1515595	1513965	-	NA	exp. P.	1.6	hypothetical protein , pantothenate metabolism flavoprotein
TU1554	2	1515595	1513965	-	ssl0461, sll0250	exp. P.	1.6	hypothetical protein , pantothenate metabolism flavoprotein
NA	2	1517560	1515596	-	NA	Dark	5.73	flavodoxin , hypothetical protein
TU1555	2	1517560	1515596	-	sll0248, sll0249	Dark	5.73	flavodoxin , hypothetical protein
TU1557	0	1518034	1518211	+	NA	exp. P.	2.61	NA
TU1556	0	1518034	1518211	+	sll0247	exp. P.	2.61	NA
TU1557	1	1518818	1517561	-	NA	Fe	76.11	iron-stress chlorophyll-binding protein
TU1556	1	1518818	1517561	-	sll0247	Fe	76.11	iron-stress chlorophyll-binding protein
TU1558	0	1519998	1519845	-	NA	Fe	1.54	NA
NA	0	1519998	1519845	-	slr0267	Fe	1.54	NA
NA	1	1521105	1519999	-	NA	exp. P.	3.39	GTP-dependent nucleic acid-binding protein EngD
TU1559	1	1521105	1519999	-	sll0245	exp. P.	3.39	GTP-dependent nucleic acid-binding protein EngD
NA	0	1521207	1521106	-	NA	15C	1.03	NA
TU1560	0	1521207	1521106	-	NA	15C	1.03	NA
NA	1	1522255	1521371	-	NA	15C	3.25	UDP-glucose-4-epimerase
TU1561	1	1522255	1521371	-	sll0244	15C	3.25	UDP-glucose-4-epimerase
TU1563	1	1522928	1523613	+	slr0270	15C	3.34	hypothetical protein
TU1562	1	1522928	1523613	+	ssl0452, ssl0453	15C	3.34	hypothetical protein
TU1563	2	1524032	1522768	-	slr0269, slr0270	N	11.2	phycobilisome degradation protein NblA , phycobilisome degradation protein NblA
TU1562	2	1524032	1522768	-	ssl0452, ssl0453	N	11.2	phycobilisome degradation protein NblA , phycobilisome degradation protein NblA
NA	0	1524178	1524033	-	NA	N	12.73	NA
TU1564	0	1524178	1524033	-	NA	N	12.73	NA
TU1566, TU1567	3	1524515	1527277	+	sll0242, sll0243	Dark	16.71	unknown protein , unknown protein , unknown protein
TU1565	3	1524515	1527277	+	slr0271, slr0272, slr0273	Dark	16.71	unknown protein , unknown protein , unknown protein
TU1566	0	1525576	1525170	-	NA	N	1.25	NA
TU1565	0	1525576	1525170	-	slr0271, slr0272, slr0273	N	1.25	NA
TU1567	2	1531641	1526640	-	sll0242, sll0243	exp. P.	1.45	unknown protein , unknown protein
TU1565	2	1531641	1526640	-	slr0271, slr0272, slr0273	exp. P.	1.45	unknown protein , unknown protein
TU1568	0	1531656	1531757	+	NA	P	1.19	NA
NA	0	1531656	1531757	+	sll0241	P	1.19	NA
NA	0	1537855	1538058	+	NA	exp. P.	1.26	putative glutaminase 
TU1570	0	1537855	1538058	+	slr2079	exp. P.	1.26	putative glutaminase 
TU1569	6	1537864	1532185	-	sll0236, ssl0438, sll0237, sll0238, sll0240, sll0241	15C	1.48	unknown protein , similar to 50S ribosomal protein L12 , unknown protein , unknown protein , ABC transporter ATP-binding protein , unknown protein
NA	6	1537864	1532185	-	slr2079	15C	1.48	unknown protein , similar to 50S ribosomal protein L12 , unknown protein , unknown protein , ABC transporter ATP-binding protein , unknown protein
NA	3	1538869	1540535	+	NA	Fe	1.03	unknown protein , hypothetical protein , prephenate dehydrogenase
TU1571	3	1538869	1540535	+	ssr3532, slr2080, slr2081	Fe	1.03	unknown protein , hypothetical protein , prephenate dehydrogenase
TU1572, TU1574, TU1575	3	1540623	1543785	+	sll1988	N	1.37	cytochrome c oxidase subunit I , cytochrome c oxidase subunit III , hypothetical protein
TU1573	3	1540623	1543785	+	slr2082, slr2083, slr2084	N	1.37	cytochrome c oxidase subunit I , cytochrome c oxidase subunit III , hypothetical protein
TU1572	0	1540642	1540536	-	NA	P	1.47	NA
TU1573	0	1540642	1540536	-	slr2082, slr2083, slr2084	P	1.47	NA
TU1574	0	1542274	1542161	-	NA	N	1.52	NA
TU1573	0	1542274	1542161	-	slr2082, slr2083, slr2084	N	1.52	NA
TU1576	0	1543786	1544055	+	NA	0	2.42	NA
TU1575	0	1543786	1544055	+	sll1988	#REF!	2.42	NA
TU1577	0	1544603	1544707	+	NA	stat. P.	1.32	NA
TU1575	0	1544603	1544707	+	sll1988	stat. P.	1.32	NA
TU1575	1	1544697	1543145	-	sll1988	42C	1.09	heat shock protein 33
TU1573, TU1576, TU1577	1	1544697	1543145	-	slr2082, slr2083, slr2084	42C	1.09	heat shock protein 33
TU1579	0	1544716	1544806	+	NA	15C	2.09	NA
TU1578	0	1544716	1544806	+	sll1987	15C	2.09	NA
TU1580	0	1546802	1546903	+	NA	HL	1.69	NA
TU1578	0	1546802	1546903	+	sll1987	HL	1.69	NA
TU1581	0	1546927	1547028	+	NA	stat. P.	1.41	NA
TU1578	0	1546927	1547028	+	sll1987	stat. P.	1.41	NA
TU1579, TU1580, TU1581	1	1547021	1544698	-	NA	P	1.56	catalase HPI
TU1578	1	1547021	1544698	-	sll1987	P	1.56	catalase HPI
NA	0	1547075	1547022	-	NA	N	1.48	NA
TU1582	0	1547075	1547022	-	NA	N	1.48	NA
TU1584	1	1547155	1548706	+	NA	0	1.04	c-type cytochrome biogenesis protein Ccs1
TU1583	1	1547155	1548706	+	slr2087	#REF!	1.04	c-type cytochrome biogenesis protein Ccs1
TU1584	0	1548839	1548448	-	NA	15C	4.85	NA
TU1583	0	1548839	1548448	-	slr2087	15C	4.85	NA
TU1586	2	1548840	1552974	+	NA	P	1.15	acetohydroxy acid synthase , squalene-hopene-cyclase
TU1585	2	1548840	1552974	+	slr2088, slr2089	P	1.15	acetohydroxy acid synthase , squalene-hopene-cyclase
TU1587	1	1552975	1553454	+	6803t15	15C	3.45	NA
TU1586	1	1552975	1553454	+	NA	15C	3.45	NA
TU1586	0	1553089	1552709	-	NA	N	1.16	NA
TU1585, TU1587	0	1553089	1552709	-	slr2088, slr2089, 6803t15	N	1.16	NA
TU1588	0	1553455	1554813	+	NA	Fe	1.26	NA
TU1589	0	1553455	1554813	+	sll1983, sll1984, sll1985	Fe	1.26	NA
TU1588	3	1554804	1553924	-	NA	P	1.44	putative transposase [ISY100_n] , putative transposase [ISY100_n] , putative transposase [ISY352_c1]
TU1589	3	1554804	1553924	-	sll1983, sll1984, sll1985	P	1.44	putative transposase [ISY100_n] , putative transposase [ISY100_n] , putative transposase [ISY352_c1]
NA	1	1555768	1554805	-	NA	Fe	1.14	transposase
TU1590	1	1555768	1554805	-	sll1982	Fe	1.14	transposase
TU1592	2	1555832	1556146	+	sll1981	N	1.67	hypothetical protein , hypothetical protein
TU1591	2	1555832	1556146	+	ssr3550, slr2092	N	1.67	hypothetical protein , hypothetical protein
TU1592	1	1558266	1556125	-	sll1981	42C	1.09	acetolactate synthase
TU1591	1	1558266	1556125	-	ssr3550, slr2092	42C	1.09	acetolactate synthase
NA	1	1558783	1558267	-	NA	15C	3.2	ncRNA, unknown protein
TU1593	1	1558783	1558267	-	ncl0710, ssl3769	15C	3.2	ncRNA, unknown protein
TU1595	0	1558812	1558911	+	NA	15C	1.08	NA
TU1594, TU1596	0	1558812	1558911	+	yfr2a	15C	1.08	NA
TU1594	0	1558836	1558784	-	NA	15C	3.28	NA
TU1595	0	1558836	1558784	-	NA	15C	3.28	NA
TU1595	0	1558975	1558837	-	NA	N	1.11	NA
TU1596	0	1558975	1558837	-	yfr2a	N	1.11	NA
NA	1	1559643	1558976	-	NA	Fe	1.2	thiol:disulfide interchange protein TrxA
TU1597	1	1559643	1558976	-	sll1980	Fe	1.2	thiol:disulfide interchange protein TrxA
NA	1	1560222	1559644	-	NA	N	1.36	hypothetical protein
TU1598	1	1560222	1559644	-	sll1979	N	1.36	hypothetical protein
NA	1	1560330	1561524	+	NA	15C	1.55	fructose 1,6-bisphosphatase II
TU1599	1	1560330	1561524	+	slr2094	15C	1.55	fructose 1,6-bisphosphatase II
NA	2	1561626	1562184	+	NA	15C	1.05	putative transposase [ISY120_c] , putative transposase [ISY120_c]
TU1600	2	1561626	1562184	+	slr2095, slr2096	15C	1.05	putative transposase [ISY120_c] , putative transposase [ISY120_c]
NA	1	1562390	1563099	+	ncl0730	P	1.06	cyanoglobin
TU1601	1	1562390	1563099	+	slr2097	P	1.06	cyanoglobin
TU1603	1	1563100	1566892	+	NA	P	1.03	hybrid sensory kinase
TU1602	1	1563100	1566892	+	slr2098	P	1.03	hybrid sensory kinase
TU1603	0	1564612	1564334	-	NA	15C	3.87	NA
TU1602	0	1564612	1564334	-	slr2098	15C	3.87	NA
NA	1	1566931	1567032	+	NA	N	1.78	hybrid sensory kinase
TU1604	1	1566931	1567032	+	slr2099	N	1.78	hybrid sensory kinase
NA	1	1568202	1568366	+	NA	N	1.56	regulatory components of sensory transduction system
TU1605	1	1568202	1568366	+	slr2100	N	1.56	regulatory components of sensory transduction system
NA	1	1569559	1570084	+	NA	N	2.4	hypothetical protein
TU1606	1	1569559	1570084	+	slr2101	N	2.4	hypothetical protein
NA	2	1570127	1572706	+	NA	15C	1.06	cell division protein FtsY , hypothetical protein , ncRNA
TU1607	2	1570127	1572706	+	slr2102, slr2103, ncr0610	15C	1.06	cell division protein FtsY , hypothetical protein , ncRNA
TU1609, TU1610	1	1572799	1575867	+	sll1973	42C	1.37	hybrid sensory kinase
TU1608	1	1572799	1575867	+	slr2104	42C	1.37	hybrid sensory kinase
TU1609	0	1575134	1574903	-	NA	N	1.57	NA
TU1608	0	1575134	1574903	-	slr2104	N	1.57	NA
TU1610	1	1576626	1575667	-	sll1973	15C	1.04	hypothetical protein
TU1608	1	1576626	1575667	-	slr2104	15C	1.04	hypothetical protein
NA	1	1576741	1577796	+	NA	HL	1.05	hypothetical protein
TU1611	1	1576741	1577796	+	slr2105	HL	1.05	hypothetical protein
TU1612	0	1578105	1578005	-	NA	P	1.2	NA
NA	0	1578105	1578005	-	slr2105	P	1.2	NA
TU1613	1	1579280	1578505	-	sll1430	Fe	1.17	adenine phosphoribosyltransferase
NA	1	1579280	1578505	-	slr2105	Fe	1.17	adenine phosphoribosyltransferase
NA	0	1579295	1579396	+	NA	15C	2.98	NA
TU1614	0	1579295	1579396	+	NA	15C	2.98	NA
TU1616	0	1580163	1580262	+	NA	15C	2.63	NA
TU1615	0	1580163	1580262	+	sll1429	15C	2.63	NA
TU1616	1	1580560	1579538	-	NA	0	1.43	unknown protein
TU1615	1	1580560	1579538	-	sll1429	#REF!	1.43	unknown protein
NA	0	1580662	1580561	-	NA	exp. P.	1.2	similar to resolvase 
TU1617	0	1580662	1580561	-	ssl2789	exp. P.	1.2	similar to resolvase 
NA	1	1581926	1581509	-	NA	15C	4.67	ncRNA, probable sodium-dependent transporter
TU1618	1	1581926	1581509	-	ncl0740, sll1428	15C	4.67	ncRNA, probable sodium-dependent transporter
NA	0	1582003	1581927	-	NA	N	1.59	NA
TU1619	0	1582003	1581927	-	ncl0740	N	1.59	NA
NA	0	1582069	1582187	+	NA	15C	1.4	NA
TU1620	0	1582069	1582187	+	ncr0620	15C	1.4	NA
NA	0	1582319	1582540	+	NA	15C	2.05	hypothetical protein 
TU1621	0	1582319	1582540	+	slr1503	15C	2.05	hypothetical protein 
TU1622	0	1582740	1583275	+	NA	Fe	1.01	NA
TU1623	0	1582740	1583275	+	sll1427	Fe	1.01	NA
TU1622	1	1584520	1583010	-	NA	42C	1.49	protease HhoB
TU1623	1	1584520	1583010	-	sll1427	42C	1.49	protease HhoB
TU1625	0	1584642	1584743	+	NA	15C	5.64	NA
TU1624	0	1584642	1584743	+	sll1426	15C	5.64	NA
TU1625	1	1585123	1584521	-	NA	Fe	1.21	unknown protein
TU1624	1	1585123	1584521	-	sll1426	Fe	1.21	unknown protein
NA	1	1587044	1585124	-	NA	HL	1.36	prolyl-tRNA synthetase
TU1626	1	1587044	1585124	-	sll1425	HL	1.36	prolyl-tRNA synthetase
TU1627, TU1629	1	1587122	1588351	+	NA	15C	1.12	ncRNA, unknown protein
TU1628	1	1587122	1588351	+	ncr0630, slr1505	15C	1.12	ncRNA, unknown protein
TU1627	0	1587178	1587063	-	NA	Fe	1.52	NA
TU1628	0	1587178	1587063	-	ncr0630, slr1505	Fe	1.52	NA
TU1629	0	1588545	1587460	-	NA	N	1.1	NA
TU1628	0	1588545	1587460	-	ncr0630, slr1505	N	1.1	NA
NA	2	1590112	1589316	-	NA	15C	1.04	global nitrogen regulator , hypothetical protein
TU1630	2	1590112	1589316	-	sll1423, sll1424	15C	1.04	global nitrogen regulator , hypothetical protein
NA	1	1590497	1590113	-	NA	15C	1.04	hypothetical protein
TU1631	1	1590497	1590113	-	ssl2781	15C	1.04	hypothetical protein
NA	1	1590557	1592889	+	ncl0760, ncl0750	P	1.23	hypothetical protein , ncRNA
TU1632	1	1590557	1592889	+	slr1506, ncr0640	P	1.23	hypothetical protein , ncRNA
NA	1	1592890	1594047	+	NA	N	1.76	hypothetical protein
TU1633	1	1592890	1594047	+	slr1507	N	1.76	hypothetical protein
NA	2	1594048	1596643	+	NA	exp. P.	1.62	probable glycosyltransferase , membrane subunit of a Ktr-like ion transport syste m
TU1634	2	1594048	1596643	+	slr1508, slr1509	exp. P.	1.62	probable glycosyltransferase , membrane subunit of a Ktr-like ion transport syste m
TU1636, TU1637	1	1596776	1597895	+	NA	15C	1.75	glycerol-3Phosphate acyltransferase PlsX
TU1635	1	1596776	1597895	+	slr1510	15C	1.75	glycerol-3Phosphate acyltransferase PlsX
TU1636	0	1597359	1597192	-	NA	15C	2.31	NA
TU1635	0	1597359	1597192	-	slr1510	15C	2.31	NA
TU1637	0	1597690	1597585	-	NA	N	1.01	NA
TU1635	0	1597690	1597585	-	slr1510	N	1.01	NA
TU1639, TU1640	1	1597896	1599096	+	sll1418	15C	1.27	3-oxoacyl-ACP synthase
TU1638	1	1597896	1599096	+	slr1511	15C	1.27	3-oxoacyl-ACP synthase
TU1639	0	1598850	1598557	-	NA	0	1.32	NA
TU1638	0	1598850	1598557	-	slr1511	#REF!	1.32	NA
TU1640	1	1599640	1598851	-	sll1418	HL	2.31	photosystem II oxygen-evolving complex 23K prot ein PsbP homolog
TU1638	1	1599640	1598851	-	slr1511	HL	2.31	photosystem II oxygen-evolving complex 23K prot ein PsbP homolog
NA	0	1599855	1600490	+	NA	HL	3.86	NA
TU1641	0	1599855	1600490	+	NA	HL	3.86	NA
NA	2	1600491	1602279	+	NA	HL	1.58	sodium-dependent bicarbonate transporter , periplasmic protein, function unknown
TU1642	2	1600491	1602279	+	slr1512, slr1513	HL	1.58	sodium-dependent bicarbonate transporter , periplasmic protein, function unknown
NA	2	1604187	1602338	-	NA	15C	1.03	hypothetical protein , hypothetical protein
TU1643	2	1604187	1602338	-	sll1414, sll1415	15C	1.03	hypothetical protein , hypothetical protein
NA	1	1604276	1604826	+	ncl0770	15C	1.32	unknown protein
TU1644	1	1604276	1604826	+	ssr2549	15C	1.32	unknown protein
NA	2	1604827	1606430	+	NA	exp. P.	1.11	putative membrane protein required for bicarbonate uptake , hypothetical protein
TU1645	2	1604827	1606430	+	slr1515, ssr2551	exp. P.	1.11	putative membrane protein required for bicarbonate uptake , hypothetical protein
NA	0	1606728	1606629	-	NA	N	1.06	NA
TU1646	0	1606728	1606629	-	NA	N	1.06	NA
TU1647	0	1606840	1607316	+	NA	HL	3.38	NA
TU1648	0	1606840	1607316	+	NA	HL	3.38	NA
TU1648	2	1607317	1608089	+	NA	42C	1.36	superoxide dismutase , unknown protein
TU1649	2	1607317	1608089	+	slr1516, ssr2553	42C	1.36	superoxide dismutase , unknown protein
TU1648	0	1607363	1607065	-	NA	15C	1.34	NA
TU1647, TU1649	0	1607363	1607065	-	slr1516, ssr2553	15C	1.34	NA
NA	1	1608158	1609455	+	NA	15C	3.68	3-isopropylmalate dehydrogenase
TU1650	1	1608158	1609455	+	slr1517	15C	3.68	3-isopropylmalate dehydrogenase
TU1652	2	1609456	1610783	+	NA	P	1.04	hypothetical protein , phylloquinone biosynthesis protein, probable 1,4-d ihydroxy-2Naphthoic acid phytyltransferase
TU1651	2	1609456	1610783	+	ssr2554, slr1518	P	1.04	hypothetical protein , phylloquinone biosynthesis protein, probable 1,4-d ihydroxy-2Naphthoic acid phytyltransferase
TU1652	0	1609975	1609695	-	NA	exp. P.	2.08	NA
TU1651	0	1609975	1609695	-	ssr2554, slr1518	exp. P.	2.08	NA
NA	2	1610784	1611599	+	NA	15C	1.21	hypothetical protein , oxidoreductase, aldo/keto reductase family
TU1653	2	1610784	1611599	+	slr1519, slr1520	15C	1.21	hypothetical protein , oxidoreductase, aldo/keto reductase family
NA	1	1612632	1613232	+	NA	15C	1.03	GTP-binding protein HflX
TU1654	1	1612632	1613232	+	slr1521	15C	1.03	GTP-binding protein HflX
NA	1	1614460	1615568	+	NA	Fe	1.08	transposase
TU1655	1	1614460	1615568	+	slr1522	Fe	1.08	transposase
NA	0	1615794	1615693	-	NA	Fe	1.26	NA
TU1656	0	1615794	1615693	-	NA	Fe	1.26	NA
TU1657	0	1615945	1615846	-	NA	15C	2.64	NA
NA	0	1615945	1615846	-	slr1523	15C	2.64	NA
TU1658, TU1660	1	1616451	1617459	+	sll2001, ssl2749, sll1411, ncl0780	15C	4.07	transposase
TU1659	1	1616451	1617459	+	slr1524	15C	4.07	transposase
TU1658	0	1616694	1616311	-	ncl0780	N	1.04	NA
TU1659	0	1616694	1616311	-	slr1523, slr1524	N	1.04	NA
TU1661	0	1618489	1618590	+	NA	15C	1.43	NA
TU1660	0	1618489	1618590	+	sll2001, ssl2749, sll1411	15C	1.43	NA
TU1662	0	1618693	1618794	+	NA	0	1.26	NA
TU1660	0	1618693	1618794	+	sll2001, ssl2749, sll1411	#REF!	1.26	NA
TU1660	3	1619636	1616873	-	sll2001, ssl2749, sll1411	Fe	1.25	leucine aminopeptidase , hypothetical protein , hypothetical protein
TU1659, TU1661, TU1662	3	1619636	1616873	-	slr1524	Fe	1.25	leucine aminopeptidase , hypothetical protein , hypothetical protein
TU1663	1	1619751	1620013	+	6803t16, ncr0650	Fe	1.41	tRNA-OTHER, ncRNA
TU1664	1	1619751	1620013	+	NA	Fe	1.41	tRNA-OTHER, ncRNA
TU1663	0	1619905	1619813	-	6803t16, ncr0650	N	1.31	NA
TU1664	0	1619905	1619813	-	NA	N	1.31	NA
TU1666, TU1667	4	1620014	1621965	+	NA	exp. P.	1.74	unknown protein , hypothetical protein , hypothetical protein , probable polysaccharide ABC transporter permease p rotein
TU1665	4	1620014	1621965	+	ssr3570, ssr3571, ssr3572, slr2107	exp. P.	1.74	unknown protein , hypothetical protein , hypothetical protein , probable polysaccharide ABC transporter permease p rotein
TU1666	0	1620220	1620121	-	NA	Fe	1.48	NA
TU1665	0	1620220	1620121	-	ssr3570, ssr3571, ssr3572, slr2107	Fe	1.48	NA
TU1667	0	1621301	1620709	-	NA	Fe	1	NA
TU1665	0	1621301	1620709	-	ssr3570, ssr3571, ssr3572, slr2107	Fe	1	NA
TU1669	1	1621970	1624514	+	sll1997, sll1998, sll1999	N	1.84	polysialic acid transport ATP-binding protein KpsT
TU1668	1	1621970	1624514	+	slr2108	N	1.84	polysialic acid transport ATP-binding protein KpsT
TU1669, TU1671	2	1625102	1626136	+	sll1997, sll1998, sll1999	stat. P.	1.26	unknown protein , unknown protein
TU1670	2	1625102	1626136	+	slr2110, slr2111	stat. P.	1.26	unknown protein , unknown protein
TU1669	3	1625616	1623088	-	sll1997, sll1998, sll1999	N	1.27	putative transposase [ISY203_h2] , putative transposase [ISY100_d] , putative transposase [ISY203_h1]
TU1668, TU1670	3	1625616	1623088	-	slr2108, slr2110, slr2111	N	1.27	putative transposase [ISY203_h2] , putative transposase [ISY100_d] , putative transposase [ISY203_h1]
TU1671	3	1626137	1627029	+	NA	P	1.39	putative transposase [ISY100_o] , putative transposase [ISY100_o] , perosamine synthetase
TU1672	3	1626137	1627029	+	slr2112, slr2113, slr2114	P	1.39	putative transposase [ISY100_o] , putative transposase [ISY100_o] , perosamine synthetase
TU1671	0	1627460	1626094	-	NA	0	1.78	NA
TU1670, TU1672	0	1627460	1626094	-	slr2110, slr2111, slr2112, slr2113, slr2114	#REF!	1.78	NA
NA	4	1627476	1631403	+	NA	HL	1	unknown protein , probable glycosyltransferase , hypothetical protein , unknown protein
TU1673	4	1627476	1631403	+	slr2115, slr2116, slr2117, slr2118	HL	1	unknown protein , probable glycosyltransferase , hypothetical protein , unknown protein
NA	1	1632439	1633400	+	NA	P	1.1	unknown protein
TU1674	1	1632439	1633400	+	slr2119	P	1.1	unknown protein
NA	1	1633401	1633689	+	NA	15C	1.27	hypothetical protein
TU1675	1	1633401	1633689	+	slr2120	15C	1.27	hypothetical protein
NA	0	1634598	1634722	+	NA	P	1.14	hypothetical protein 
TU1676	0	1634598	1634722	+	slr2121	P	1.14	hypothetical protein 
TU1678	5	1634944	1639516	+	NA	P	1.02	hypothetical protein , similar to D-3Phosphoglycerate dehydrogenase , 3-oxoacyl-[acyl-carrier protein] reductase , hypothetical protein , probable glycosyltransferase
TU1677	5	1634944	1639516	+	slr2122, slr2123, slr2124, slr2125, slr2126	P	1.02	hypothetical protein , similar to D-3Phosphoglycerate dehydrogenase , 3-oxoacyl-[acyl-carrier protein] reductase , hypothetical protein , probable glycosyltransferase
TU1678	0	1639102	1637740	-	NA	HL	1.51	NA
TU1677	0	1639102	1637740	-	slr2122, slr2123, slr2124, slr2125, slr2126	HL	1.51	NA
TU1680	1	1640681	1641005	+	NA	N	1.79	hypothetical protein
TU1679	1	1640681	1641005	+	slr2128	N	1.79	hypothetical protein
TU1680	0	1641193	1640858	-	NA	N	1.44	NA
TU1679	0	1641193	1640858	-	slr2128	N	1.44	NA
NA	3	1643636	1641758	-	NA	exp. P.	2.2	hypothetical protein , porphobilinogen synthase (5-aminolevulinate dehydr atase) , hypothetical protein
TU1681	3	1643636	1641758	-	ssl3803, sll1994, sll1995	exp. P.	2.2	hypothetical protein , porphobilinogen synthase (5-aminolevulinate dehydr atase) , hypothetical protein
NA	1	1643656	1644849	+	NA	15C	1.28	3-dehydroquinate synthase
TU1682	1	1643656	1644849	+	slr2130	15C	1.28	3-dehydroquinate synthase
TU1684	2	1644850	1648464	+	ncl0790, sll1239, sll1240, sll1241	15C	1.06	RND multidrug efflux transporter , hypothetical protein
TU1683	2	1644850	1648464	+	slr2131, ssr3588	15C	1.06	RND multidrug efflux transporter , hypothetical protein
TU1685	0	1649197	1649247	+	NA	N	1.68	NA
TU1684	0	1649197	1649247	+	ncl0790, sll1239, sll1240, sll1241	N	1.68	NA
TU1684	3	1650732	1648087	-	ncl0790, sll1239, sll1240, sll1241	exp. P.	3.73	ncRNA, unknown protein , unknown protein , unknown protein
TU1683, TU1685	3	1650732	1648087	-	slr2131, ssr3588	exp. P.	3.73	ncRNA, unknown protein , unknown protein , unknown protein
TU1687, TU1688	1	1650855	1652860	+	sll1237	HL	1.13	putative modulator of DNA gyrase
TU1686	1	1650855	1652860	+	slr1322	HL	1.13	putative modulator of DNA gyrase
TU1687	0	1651657	1651105	-	NA	15C	1.11	NA
TU1686	0	1651657	1651105	-	slr1322	15C	1.11	NA
TU1688	0	1652325	1651984	-	NA	15C	1.7	NA
TU1686	0	1652325	1651984	-	slr1322	15C	1.7	NA
TU1690	0	1653421	1654847	+	NA	N	1.69	NA
TU1689, TU1691, TU1692	0	1653421	1654847	+	sll1237	N	1.69	NA
TU1690	1	1653837	1653220	-	NA	exp. P.	1.09	protoporphyrinogen oxidase
TU1689	1	1653837	1653220	-	sll1237	exp. P.	1.09	protoporphyrinogen oxidase
TU1690	0	1654077	1653978	-	NA	15C	1.43	NA
TU1691	0	1654077	1653978	-	NA	15C	1.43	NA
TU1692, TU1694	1	1654918	1655409	+	sll1236	#REF!	1.38	unknown protein
TU1693	1	1654918	1655409	+	ssr2194	#REF!	1.38	unknown protein
TU1692	0	1655039	1654443	-	NA	15C	1.33	NA
TU1690, TU1693	0	1655039	1654443	-	ssr2194	15C	1.33	NA
TU1694	1	1655712	1655128	-	sll1236	Fe	1.23	unknown protein
TU1693	1	1655712	1655128	-	ssr2194	Fe	1.23	unknown protein
NA	0	1655724	1655862	+	NA	HL	1.42	NA
TU1695	0	1655724	1655862	+	ncr0670	HL	1.42	NA
NA	0	1655863	1655913	+	NA	N	1.47	NA
TU1696	0	1655863	1655913	+	NA	N	1.47	NA
TU1698, TU1699	1	1655914	1658559	+	sll1234	N	1.72	GTP pyrophosphokinase , ncRNA
TU1697	1	1655914	1658559	+	slr1325, ncr0680	N	1.72	GTP pyrophosphokinase , ncRNA
TU1698	0	1658366	1657950	-	NA	exp. P.	1.02	NA
TU1697	0	1658366	1657950	-	slr1325, ncr0680	exp. P.	1.02	NA
TU1700	0	1659623	1659994	+	NA	15C	1.07	NA
TU1699, TU1701	0	1659623	1659994	+	sll1234	15C	1.07	NA
TU1699	1	1659819	1658441	-	sll1234	15C	1.02	S-adenosyl-L-homocysteine hydrolase
TU1697, TU1700	1	1659819	1658441	-	slr1325, ncr0680	15C	1.02	S-adenosyl-L-homocysteine hydrolase
TU1701	2	1660041	1661389	+	NA	Fe	1.79	unknown protein , hypothetical protein
TU1702	2	1660041	1661389	+	ssr2201, slr1327	Fe	1.79	unknown protein , hypothetical protein
TU1701	0	1661494	1659919	-	NA	N	1.51	NA
TU1700, TU1702	0	1661494	1659919	-	ssr2201, slr1327	N	1.51	NA
NA	0	1663805	1663571	-	NA	exp. P.	1.76	two-component hybrid sensor and regulator 
